region,year,quarter,churn,qrtr_numb
САХА /ЯКУТИЯ/ РЕСП,2020,2020Q3,0.0,3
САХА /ЯКУТИЯ/ РЕСП,2020,2020Q4,0.0,4
САХА /ЯКУТИЯ/ РЕСП,2021,2021Q1,0.0,1
САХА /ЯКУТИЯ/ РЕСП,2021,2021Q2,0.07692307692307693,2
САХА /ЯКУТИЯ/ РЕСП,2021,2021Q3,0.0,3
САХА /ЯКУТИЯ/ РЕСП,2021,2021Q4,0.0,4
САХА /ЯКУТИЯ/ РЕСП,2022,2022Q1,0.0,1
САХА /ЯКУТИЯ/ РЕСП,2022,2022Q2,0.0,2
САХА /ЯКУТИЯ/ РЕСП,2022,2022Q3,0.0,3
САХА /ЯКУТИЯ/ РЕСП,2022,2022Q4,0.0,4
САХАЛИНСКАЯ ОБЛ,2018,2018Q1,0.02414486921529175,1
САХАЛИНСКАЯ ОБЛ,2018,2018Q2,0.009727626459143969,2
САХАЛИНСКАЯ ОБЛ,2018,2018Q3,0.009487666034155597,3
САХАЛИНСКАЯ ОБЛ,2018,2018Q4,0.017118402282453638,4
САХАЛИНСКАЯ ОБЛ,2019,2019Q1,0.009174311926605505,1
САХАЛИНСКАЯ ОБЛ,2019,2019Q2,0.008741258741258742,2
САХАЛИНСКАЯ ОБЛ,2019,2019Q3,0.0016891891891891893,3
САХАЛИНСКАЯ ОБЛ,2019,2019Q4,0.0,4
САХАЛИНСКАЯ ОБЛ,2020,2020Q1,0.0,1
САХАЛИНСКАЯ ОБЛ,2020,2020Q2,0.0,2
САХАЛИНСКАЯ ОБЛ,2020,2020Q3,0.0,3
САХАЛИНСКАЯ ОБЛ,2020,2020Q4,0.1141025641025641,4
САХАЛИНСКАЯ ОБЛ,2021,2021Q1,0.028282828282828285,1
САХАЛИНСКАЯ ОБЛ,2021,2021Q2,0.008869179600886918,2
САХАЛИНСКАЯ ОБЛ,2021,2021Q3,0.0087527352297593,3
САХАЛИНСКАЯ ОБЛ,2021,2021Q4,0.01015228426395939,4
САХАЛИНСКАЯ ОБЛ,2022,2022Q1,0.005979073243647235,1
САХАЛИНСКАЯ ОБЛ,2022,2022Q2,0.016058394160583942,2
САХАЛИНСКАЯ ОБЛ,2022,2022Q3,0.014044943820224719,3
САХАЛИНСКАЯ ОБЛ,2022,2022Q4,0.002797202797202797,4
СВЕРДЛОВСКАЯ ОБЛ,2018,2018Q1,0.07400379506641366,1
СВЕРДЛОВСКАЯ ОБЛ,2018,2018Q2,0.03711340206185567,2
СВЕРДЛОВСКАЯ ОБЛ,2018,2018Q3,0.02301255230125523,3
СВЕРДЛОВСКАЯ ОБЛ,2018,2018Q4,0.0038339723287214534,4
СВЕРДЛОВСКАЯ ОБЛ,2019,2019Q1,0.004597701149425287,1
СВЕРДЛОВСКАЯ ОБЛ,2019,2019Q2,0.018433179723502304,2
СВЕРДЛОВСКАЯ ОБЛ,2019,2019Q3,0.014492753623188406,3
СВЕРДЛОВСКАЯ ОБЛ,2019,2019Q4,0.004945598417408506,4
СВЕРДЛОВСКАЯ ОБЛ,2020,2020Q1,0.021691973969631236,1
СВЕРДЛОВСКАЯ ОБЛ,2020,2020Q2,0.017475728155339806,2
СВЕРДЛОВСКАЯ ОБЛ,2020,2020Q3,0.011787819253438114,3
СВЕРДЛОВСКАЯ ОБЛ,2020,2020Q4,0.004957620342235727,4
СВЕРДЛОВСКАЯ ОБЛ,2021,2021Q1,0.02495201535508637,1
СВЕРДЛОВСКАЯ ОБЛ,2021,2021Q2,0.03544776119402985,2
СВЕРДЛОВСКАЯ ОБЛ,2021,2021Q3,0.005050505050505051,3
СВЕРДЛОВСКАЯ ОБЛ,2021,2021Q4,0.0025997858999847073,4
СВЕРДЛОВСКАЯ ОБЛ,2022,2022Q1,0.011904761904761904,1
СВЕРДЛОВСКАЯ ОБЛ,2022,2022Q2,0.010680907877169559,2
СВЕРДЛОВСКАЯ ОБЛ,2022,2022Q3,0.0037546933667083854,3
СВЕРДЛОВСКАЯ ОБЛ,2022,2022Q4,0.0,4
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2018,2018Q1,0.0,1
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2018,2018Q2,0.0,2
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2018,2018Q3,0.0,3
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2018,2018Q4,0.0,4
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2019,2019Q1,0.0,1
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2019,2019Q2,0.0,2
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2019,2019Q3,0.0,3
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2019,2019Q4,0.0,4
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2020,2020Q1,0.0,1
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2020,2020Q2,0.0,2
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2020,2020Q3,0.0,3
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2020,2020Q4,0.0,4
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2021,2021Q1,0.0,1
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2021,2021Q2,0.0,2
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2021,2021Q3,0.0,3
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2021,2021Q4,0.0,4
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2022,2022Q1,0.0,1
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2022,2022Q2,0.0,2
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2022,2022Q3,0.0,3
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,2022,2022Q4,0.0,4
СМОЛЕНСКАЯ ОБЛ,2018,2018Q1,0.009708737864077669,1
СМОЛЕНСКАЯ ОБЛ,2018,2018Q2,0.04672897196261682,2
СМОЛЕНСКАЯ ОБЛ,2018,2018Q3,0.01904761904761905,3
СМОЛЕНСКАЯ ОБЛ,2018,2018Q4,0.04905660377358491,4
СМОЛЕНСКАЯ ОБЛ,2019,2019Q1,0.02040816326530612,1
СМОЛЕНСКАЯ ОБЛ,2019,2019Q2,0.019230769230769232,2
СМОЛЕНСКАЯ ОБЛ,2019,2019Q3,0.010416666666666666,3
СМОЛЕНСКАЯ ОБЛ,2019,2019Q4,0.0037593984962406013,4
СМОЛЕНСКАЯ ОБЛ,2020,2020Q1,0.0,1
СМОЛЕНСКАЯ ОБЛ,2020,2020Q2,0.0,2
СМОЛЕНСКАЯ ОБЛ,2020,2020Q3,0.0,3
СМОЛЕНСКАЯ ОБЛ,2020,2020Q4,0.045283018867924525,4
СМОЛЕНСКАЯ ОБЛ,2021,2021Q1,0.03409090909090909,1
СМОЛЕНСКАЯ ОБЛ,2021,2021Q2,0.0975609756097561,2
СМОЛЕНСКАЯ ОБЛ,2021,2021Q3,0.03296703296703297,3
СМОЛЕНСКАЯ ОБЛ,2021,2021Q4,0.012244897959183673,4
СМОЛЕНСКАЯ ОБЛ,2022,2022Q1,0.024691358024691357,1
СМОЛЕНСКАЯ ОБЛ,2022,2022Q2,0.024691358024691357,2
СМОЛЕНСКАЯ ОБЛ,2022,2022Q3,0.0,3
СМОЛЕНСКАЯ ОБЛ,2022,2022Q4,0.0,4
СТАВРОПОЛЬСКИЙ КРАЙ,2018,2018Q1,0.02727272727272727,1
СТАВРОПОЛЬСКИЙ КРАЙ,2018,2018Q2,0.017543859649122806,2
СТАВРОПОЛЬСКИЙ КРАЙ,2018,2018Q3,0.0029498525073746312,3
СТАВРОПОЛЬСКИЙ КРАЙ,2018,2018Q4,0.03130148270181219,4
СТАВРОПОЛЬСКИЙ КРАЙ,2019,2019Q1,0.02203856749311295,1
СТАВРОПОЛЬСКИЙ КРАЙ,2019,2019Q2,0.03581267217630854,2
СТАВРОПОЛЬСКИЙ КРАЙ,2019,2019Q3,0.021798365122615803,3
СТАВРОПОЛЬСКИЙ КРАЙ,2019,2019Q4,0.0,4
СТАВРОПОЛЬСКИЙ КРАЙ,2020,2020Q1,0.0,1
СТАВРОПОЛЬСКИЙ КРАЙ,2020,2020Q2,0.0,2
СТАВРОПОЛЬСКИЙ КРАЙ,2020,2020Q3,0.0,3
СТАВРОПОЛЬСКИЙ КРАЙ,2020,2020Q4,0.15594855305466238,4
СТАВРОПОЛЬСКИЙ КРАЙ,2021,2021Q1,0.1037037037037037,1
СТАВРОПОЛЬСКИЙ КРАЙ,2021,2021Q2,0.053231939163498096,2
СТАВРОПОЛЬСКИЙ КРАЙ,2021,2021Q3,0.05737704918032787,3
СТАВРОПОЛЬСКИЙ КРАЙ,2021,2021Q4,0.023483365949119372,4
СТАВРОПОЛЬСКИЙ КРАЙ,2022,2022Q1,0.04219409282700422,1
СТАВРОПОЛЬСКИЙ КРАЙ,2022,2022Q2,0.05726872246696035,2
СТАВРОПОЛЬСКИЙ КРАЙ,2022,2022Q3,0.004405286343612335,3
СТАВРОПОЛЬСКИЙ КРАЙ,2022,2022Q4,0.0,4
ТАМБОВСКАЯ ОБЛ,2018,2018Q1,0.0,1
ТАМБОВСКАЯ ОБЛ,2018,2018Q2,0.038461538461538464,2
ТАМБОВСКАЯ ОБЛ,2018,2018Q3,0.0,3
ТАМБОВСКАЯ ОБЛ,2018,2018Q4,0.009345794392523364,4
ТАМБОВСКАЯ ОБЛ,2019,2019Q1,0.0,1
ТАМБОВСКАЯ ОБЛ,2019,2019Q2,0.01818181818181818,2
ТАМБОВСКАЯ ОБЛ,2019,2019Q3,0.0,3
ТАМБОВСКАЯ ОБЛ,2019,2019Q4,0.0,4
ТАМБОВСКАЯ ОБЛ,2020,2020Q1,0.0,1
ТАМБОВСКАЯ ОБЛ,2020,2020Q2,0.016666666666666666,2
ТАМБОВСКАЯ ОБЛ,2020,2020Q3,0.0,3
ТАМБОВСКАЯ ОБЛ,2020,2020Q4,0.017793594306049824,4
ТАМБОВСКАЯ ОБЛ,2021,2021Q1,0.018518518518518517,1
ТАМБОВСКАЯ ОБЛ,2021,2021Q2,0.01818181818181818,2
ТАМБОВСКАЯ ОБЛ,2021,2021Q3,0.03508771929824561,3
ТАМБОВСКАЯ ОБЛ,2021,2021Q4,0.01098901098901099,4
ТАМБОВСКАЯ ОБЛ,2022,2022Q1,0.01818181818181818,1
ТАМБОВСКАЯ ОБЛ,2022,2022Q2,0.03508771929824561,2
ТАМБОВСКАЯ ОБЛ,2022,2022Q3,0.017543859649122806,3
ТАМБОВСКАЯ ОБЛ,2022,2022Q4,0.0,4
ТАТАРСТАН,2021,2021Q1,0.0,1
ТАТАРСТАН,2021,2021Q2,0.0,2
ТАТАРСТАН,2021,2021Q3,0.0,3
ТАТАРСТАН,2021,2021Q4,0.0,4
ТАТАРСТАН,2022,2022Q1,0.0,1
ТАТАРСТАН,2022,2022Q2,0.0,2
ТАТАРСТАН,2022,2022Q3,0.0,3
ТАТАРСТАН,2022,2022Q4,0.0,4
ТВЕРСКАЯ ОБЛ,2018,2018Q1,0.034482758620689655,1
ТВЕРСКАЯ ОБЛ,2018,2018Q2,0.0,2
ТВЕРСКАЯ ОБЛ,2018,2018Q3,0.0,3
ТВЕРСКАЯ ОБЛ,2018,2018Q4,0.005813953488372093,4
ТВЕРСКАЯ ОБЛ,2019,2019Q1,0.0,1
ТВЕРСКАЯ ОБЛ,2019,2019Q2,0.0,2
ТВЕРСКАЯ ОБЛ,2019,2019Q3,0.0,3
ТВЕРСКАЯ ОБЛ,2019,2019Q4,0.0,4
ТВЕРСКАЯ ОБЛ,2020,2020Q1,0.0,1
ТВЕРСКАЯ ОБЛ,2020,2020Q2,0.0,2
ТВЕРСКАЯ ОБЛ,2020,2020Q3,0.0,3
ТВЕРСКАЯ ОБЛ,2020,2020Q4,0.0,4
ТВЕРСКАЯ ОБЛ,2021,2021Q1,0.047619047619047616,1
ТВЕРСКАЯ ОБЛ,2021,2021Q2,0.08,2
ТВЕРСКАЯ ОБЛ,2021,2021Q3,0.04,3
ТВЕРСКАЯ ОБЛ,2021,2021Q4,0.0,4
ТВЕРСКАЯ ОБЛ,2022,2022Q1,0.0,1
ТВЕРСКАЯ ОБЛ,2022,2022Q2,0.0,2
ТВЕРСКАЯ ОБЛ,2022,2022Q3,0.0,3
ТВЕРСКАЯ ОБЛ,2022,2022Q4,0.0,4
ТОМСКАЯ ОБЛ,2018,2018Q1,0.03680981595092025,1
ТОМСКАЯ ОБЛ,2018,2018Q2,0.03932584269662921,2
ТОМСКАЯ ОБЛ,2018,2018Q3,0.011494252873563218,3
ТОМСКАЯ ОБЛ,2018,2018Q4,0.02735562310030395,4
ТОМСКАЯ ОБЛ,2019,2019Q1,0.03977272727272727,1
ТОМСКАЯ ОБЛ,2019,2019Q2,0.005649717514124294,2
ТОМСКАЯ ОБЛ,2019,2019Q3,0.03125,3
ТОМСКАЯ ОБЛ,2019,2019Q4,0.002785515320334262,4
ТОМСКАЯ ОБЛ,2020,2020Q1,0.0,1
ТОМСКАЯ ОБЛ,2020,2020Q2,0.0,2
ТОМСКАЯ ОБЛ,2020,2020Q3,0.00510204081632653,3
ТОМСКАЯ ОБЛ,2020,2020Q4,0.04289544235924933,4
ТОМСКАЯ ОБЛ,2021,2021Q1,0.06315789473684211,1
ТОМСКАЯ ОБЛ,2021,2021Q2,0.04736842105263158,2
ТОМСКАЯ ОБЛ,2021,2021Q3,0.046153846153846156,3
ТОМСКАЯ ОБЛ,2021,2021Q4,0.0223463687150838,4
ТОМСКАЯ ОБЛ,2022,2022Q1,0.015625,1
ТОМСКАЯ ОБЛ,2022,2022Q2,0.022935779816513763,2
ТОМСКАЯ ОБЛ,2022,2022Q3,0.01593625498007968,3
ТОМСКАЯ ОБЛ,2022,2022Q4,0.0,4
ТУЛЬСКАЯ ОБЛ,2018,2018Q1,0.029411764705882353,1
ТУЛЬСКАЯ ОБЛ,2018,2018Q2,0.0,2
ТУЛЬСКАЯ ОБЛ,2018,2018Q3,0.0,3
ТУЛЬСКАЯ ОБЛ,2018,2018Q4,0.021739130434782608,4
ТУЛЬСКАЯ ОБЛ,2019,2019Q1,0.0,1
ТУЛЬСКАЯ ОБЛ,2019,2019Q2,0.029411764705882353,2
ТУЛЬСКАЯ ОБЛ,2019,2019Q3,0.029411764705882353,3
ТУЛЬСКАЯ ОБЛ,2019,2019Q4,0.010526315789473684,4
ТУЛЬСКАЯ ОБЛ,2020,2020Q1,0.0,1
ТУЛЬСКАЯ ОБЛ,2020,2020Q2,0.02857142857142857,2
ТУЛЬСКАЯ ОБЛ,2020,2020Q3,0.0,3
ТУЛЬСКАЯ ОБЛ,2020,2020Q4,0.049019607843137254,4
ТУЛЬСКАЯ ОБЛ,2021,2021Q1,0.06896551724137931,1
ТУЛЬСКАЯ ОБЛ,2021,2021Q2,0.0,2
ТУЛЬСКАЯ ОБЛ,2021,2021Q3,0.0,3
ТУЛЬСКАЯ ОБЛ,2021,2021Q4,0.00980392156862745,4
ТУЛЬСКАЯ ОБЛ,2022,2022Q1,0.0,1
ТУЛЬСКАЯ ОБЛ,2022,2022Q2,0.025,2
ТУЛЬСКАЯ ОБЛ,2022,2022Q3,0.0,3
ТУЛЬСКАЯ ОБЛ,2022,2022Q4,0.0,4
ТЫВА РЕСП,2018,2018Q1,0.0,1
ТЫВА РЕСП,2018,2018Q2,0.0,2
ТЫВА РЕСП,2018,2018Q3,0.0,3
ТЫВА РЕСП,2018,2018Q4,0.0,4
ТЫВА РЕСП,2019,2019Q1,0.0,1
ТЫВА РЕСП,2019,2019Q2,0.0,2
ТЫВА РЕСП,2019,2019Q3,0.0,3
ТЫВА РЕСП,2019,2019Q4,0.0,4
ТЫВА РЕСП,2020,2020Q1,0.0,1
ТЫВА РЕСП,2020,2020Q2,0.0,2
ТЫВА РЕСП,2020,2020Q3,0.0,3
ТЫВА РЕСП,2020,2020Q4,0.0,4
ТЫВА РЕСП,2021,2021Q1,0.0,1
ТЫВА РЕСП,2021,2021Q2,0.0,2
ТЫВА РЕСП,2021,2021Q3,0.0,3
ТЫВА РЕСП,2021,2021Q4,0.0,4
ТЫВА РЕСП,2022,2022Q1,0.0,1
ТЫВА РЕСП,2022,2022Q2,0.0,2
ТЫВА РЕСП,2022,2022Q3,0.0,3
ТЫВА РЕСП,2022,2022Q4,0.0,4
ТЮМЕНСКАЯ ОБЛ,2018,2018Q1,0.024,1
ТЮМЕНСКАЯ ОБЛ,2018,2018Q2,0.01606425702811245,2
ТЮМЕНСКАЯ ОБЛ,2018,2018Q3,0.02459016393442623,3
ТЮМЕНСКАЯ ОБЛ,2018,2018Q4,0.010165184243964422,4
ТЮМЕНСКАЯ ОБЛ,2019,2019Q1,0.0075046904315197,1
ТЮМЕНСКАЯ ОБЛ,2019,2019Q2,0.013108614232209739,2
ТЮМЕНСКАЯ ОБЛ,2019,2019Q3,0.009416195856873822,3
ТЮМЕНСКАЯ ОБЛ,2019,2019Q4,0.0023894862604540022,4
ТЮМЕНСКАЯ ОБЛ,2020,2020Q1,0.0,1
ТЮМЕНСКАЯ ОБЛ,2020,2020Q2,0.0017730496453900709,2
ТЮМЕНСКАЯ ОБЛ,2020,2020Q3,0.0,3
ТЮМЕНСКАЯ ОБЛ,2020,2020Q4,0.06836616454229433,4
ТЮМЕНСКАЯ ОБЛ,2021,2021Q1,0.036297640653357534,1
ТЮМЕНСКАЯ ОБЛ,2021,2021Q2,0.0036968576709796672,2
ТЮМЕНСКАЯ ОБЛ,2021,2021Q3,0.02722323049001815,3
ТЮМЕНСКАЯ ОБЛ,2021,2021Q4,0.025149700598802394,4
ТЮМЕНСКАЯ ОБЛ,2022,2022Q1,0.015437392795883362,1
ТЮМЕНСКАЯ ОБЛ,2022,2022Q2,0.02555366269165247,2
ТЮМЕНСКАЯ ОБЛ,2022,2022Q3,0.009966777408637873,3
ТЮМЕНСКАЯ ОБЛ,2022,2022Q4,0.0,4
УДМУРТСКАЯ РЕСП,2018,2018Q1,0.04601648351648352,1
УДМУРТСКАЯ РЕСП,2018,2018Q2,0.028120713305898493,2
УДМУРТСКАЯ РЕСП,2018,2018Q3,0.02929427430093209,3
УДМУРТСКАЯ РЕСП,2018,2018Q4,0.0199501246882793,4
УДМУРТСКАЯ РЕСП,2019,2019Q1,0.019668100799016593,1
УДМУРТСКАЯ РЕСП,2019,2019Q2,0.015179113539769277,2
УДМУРТСКАЯ РЕСП,2019,2019Q3,0.02530120481927711,3
УДМУРТСКАЯ РЕСП,2019,2019Q4,0.0023769100169779285,4
УДМУРТСКАЯ РЕСП,2020,2020Q1,0.0005973715651135006,1
УДМУРТСКАЯ РЕСП,2020,2020Q2,0.0005837711617046118,2
УДМУРТСКАЯ РЕСП,2020,2020Q3,0.0,3
УДМУРТСКАЯ РЕСП,2020,2020Q4,0.0687382297551789,4
УДМУРТСКАЯ РЕСП,2021,2021Q1,0.05545286506469501,1
УДМУРТСКАЯ РЕСП,2021,2021Q2,0.03459119496855346,2
УДМУРТСКАЯ РЕСП,2021,2021Q3,0.032196969696969696,3
УДМУРТСКАЯ РЕСП,2021,2021Q4,0.01858864027538726,4
УДМУРТСКАЯ РЕСП,2022,2022Q1,0.02091254752851711,1
УДМУРТСКАЯ РЕСП,2022,2022Q2,0.03877423389618512,2
УДМУРТСКАЯ РЕСП,2022,2022Q3,0.023125,3
УДМУРТСКАЯ РЕСП,2022,2022Q4,0.0,4
УЛЬЯНОВСКАЯ ОБЛ,2018,2018Q1,0.0,1
УЛЬЯНОВСКАЯ ОБЛ,2018,2018Q2,0.0,2
УЛЬЯНОВСКАЯ ОБЛ,2018,2018Q3,0.0,3
УЛЬЯНОВСКАЯ ОБЛ,2018,2018Q4,0.008333333333333333,4
УЛЬЯНОВСКАЯ ОБЛ,2019,2019Q1,0.0,1
УЛЬЯНОВСКАЯ ОБЛ,2019,2019Q2,0.0,2
УЛЬЯНОВСКАЯ ОБЛ,2019,2019Q3,0.0,3
УЛЬЯНОВСКАЯ ОБЛ,2019,2019Q4,0.0,4
УЛЬЯНОВСКАЯ ОБЛ,2020,2020Q1,0.0,1
УЛЬЯНОВСКАЯ ОБЛ,2020,2020Q2,0.0,2
УЛЬЯНОВСКАЯ ОБЛ,2020,2020Q3,0.0,3
УЛЬЯНОВСКАЯ ОБЛ,2020,2020Q4,0.00992063492063492,4
УЛЬЯНОВСКАЯ ОБЛ,2021,2021Q1,0.06382978723404255,1
УЛЬЯНОВСКАЯ ОБЛ,2021,2021Q2,0.0,2
УЛЬЯНОВСКАЯ ОБЛ,2021,2021Q3,0.043478260869565216,3
УЛЬЯНОВСКАЯ ОБЛ,2021,2021Q4,0.003898635477582846,4
УЛЬЯНОВСКАЯ ОБЛ,2022,2022Q1,0.03571428571428571,1
УЛЬЯНОВСКАЯ ОБЛ,2022,2022Q2,0.03571428571428571,2
УЛЬЯНОВСКАЯ ОБЛ,2022,2022Q3,0.0,3
УЛЬЯНОВСКАЯ ОБЛ,2022,2022Q4,0.0,4
ХАБАРОВСКИЙ КРАЙ,2018,2018Q1,0.005952380952380952,1
ХАБАРОВСКИЙ КРАЙ,2018,2018Q2,0.005791505791505791,2
ХАБАРОВСКИЙ КРАЙ,2018,2018Q3,0.015238095238095238,3
ХАБАРОВСКИЙ КРАЙ,2018,2018Q4,0.011034482758620689,4
ХАБАРОВСКИЙ КРАЙ,2019,2019Q1,0.0076045627376425855,1
ХАБАРОВСКИЙ КРАЙ,2019,2019Q2,0.007339449541284404,2
ХАБАРОВСКИЙ КРАЙ,2019,2019Q3,0.005474452554744526,3
ХАБАРОВСКИЙ КРАЙ,2019,2019Q4,0.0,4
ХАБАРОВСКИЙ КРАЙ,2020,2020Q1,0.0,1
ХАБАРОВСКИЙ КРАЙ,2020,2020Q2,0.0,2
ХАБАРОВСКИЙ КРАЙ,2020,2020Q3,0.0,3
ХАБАРОВСКИЙ КРАЙ,2020,2020Q4,0.05616605616605617,4
ХАБАРОВСКИЙ КРАЙ,2021,2021Q1,0.02857142857142857,1
ХАБАРОВСКИЙ КРАЙ,2021,2021Q2,0.01468189233278956,2
ХАБАРОВСКИЙ КРАЙ,2021,2021Q3,0.017391304347826087,3
ХАБАРОВСКИЙ КРАЙ,2021,2021Q4,0.010351966873706004,4
ХАБАРОВСКИЙ КРАЙ,2022,2022Q1,0.03299492385786802,1
ХАБАРОВСКИЙ КРАЙ,2022,2022Q2,0.021144278606965175,2
ХАБАРОВСКИЙ КРАЙ,2022,2022Q3,0.012422360248447204,3
ХАБАРОВСКИЙ КРАЙ,2022,2022Q4,0.0,4
ХАКАСИЯ РЕСП,2018,2018Q1,0.03225806451612903,1
ХАКАСИЯ РЕСП,2018,2018Q2,0.0,2
ХАКАСИЯ РЕСП,2018,2018Q3,0.03125,3
ХАКАСИЯ РЕСП,2018,2018Q4,0.08823529411764706,4
ХАКАСИЯ РЕСП,2019,2019Q1,0.03225806451612903,1
ХАКАСИЯ РЕСП,2019,2019Q2,0.06451612903225806,2
ХАКАСИЯ РЕСП,2019,2019Q3,0.0,3
ХАКАСИЯ РЕСП,2019,2019Q4,0.0,4
ХАКАСИЯ РЕСП,2020,2020Q1,0.0,1
ХАКАСИЯ РЕСП,2020,2020Q2,0.0,2
ХАКАСИЯ РЕСП,2020,2020Q3,0.0,3
ХАКАСИЯ РЕСП,2020,2020Q4,0.09803921568627451,4
ХАКАСИЯ РЕСП,2021,2021Q1,0.02631578947368421,1
ХАКАСИЯ РЕСП,2021,2021Q2,0.0,2
ХАКАСИЯ РЕСП,2021,2021Q3,0.0,3
ХАКАСИЯ РЕСП,2021,2021Q4,0.018518518518518517,4
ХАКАСИЯ РЕСП,2022,2022Q1,0.023255813953488372,1
ХАКАСИЯ РЕСП,2022,2022Q2,0.0,2
ХАКАСИЯ РЕСП,2022,2022Q3,0.0,3
ХАКАСИЯ РЕСП,2022,2022Q4,0.0,4
ЧЕЛЯБИНСКАЯ ОБЛ,2018,2018Q1,0.0,1
ЧЕЛЯБИНСКАЯ ОБЛ,2018,2018Q2,0.021739130434782608,2
ЧЕЛЯБИНСКАЯ ОБЛ,2018,2018Q3,0.01098901098901099,3
ЧЕЛЯБИНСКАЯ ОБЛ,2018,2018Q4,0.0012634238787113076,4
ЧЕЛЯБИНСКАЯ ОБЛ,2019,2019Q1,0.011904761904761904,1
ЧЕЛЯБИНСКАЯ ОБЛ,2019,2019Q2,0.02912621359223301,2
ЧЕЛЯБИНСКАЯ ОБЛ,2019,2019Q3,0.0,3
ЧЕЛЯБИНСКАЯ ОБЛ,2019,2019Q4,0.003134796238244514,4
ЧЕЛЯБИНСКАЯ ОБЛ,2020,2020Q1,0.0,1
ЧЕЛЯБИНСКАЯ ОБЛ,2020,2020Q2,0.0,2
ЧЕЛЯБИНСКАЯ ОБЛ,2020,2020Q3,0.0,3
ЧЕЛЯБИНСКАЯ ОБЛ,2020,2020Q4,0.004110393423370522,4
ЧЕЛЯБИНСКАЯ ОБЛ,2021,2021Q1,0.010869565217391304,1
ЧЕЛЯБИНСКАЯ ОБЛ,2021,2021Q2,0.047337278106508875,2
ЧЕЛЯБИНСКАЯ ОБЛ,2021,2021Q3,0.006172839506172839,3
ЧЕЛЯБИНСКАЯ ОБЛ,2021,2021Q4,0.003869541182974019,4
ЧЕЛЯБИНСКАЯ ОБЛ,2022,2022Q1,0.02247191011235955,1
ЧЕЛЯБИНСКАЯ ОБЛ,2022,2022Q2,0.027472527472527472,2
ЧЕЛЯБИНСКАЯ ОБЛ,2022,2022Q3,0.005154639175257732,3
ЧЕЛЯБИНСКАЯ ОБЛ,2022,2022Q4,0.0,4
ЧЕЧЕНСКАЯ РЕСП,2018,2018Q1,0.004761904761904762,1
ЧЕЧЕНСКАЯ РЕСП,2018,2018Q2,0.01904761904761905,2
ЧЕЧЕНСКАЯ РЕСП,2018,2018Q3,0.009569377990430622,3
ЧЕЧЕНСКАЯ РЕСП,2018,2018Q4,0.01171875,4
ЧЕЧЕНСКАЯ РЕСП,2019,2019Q1,0.014285714285714285,1
ЧЕЧЕНСКАЯ РЕСП,2019,2019Q2,0.0,2
ЧЕЧЕНСКАЯ РЕСП,2019,2019Q3,0.009569377990430622,3
ЧЕЧЕНСКАЯ РЕСП,2019,2019Q4,0.0,4
ЧЕЧЕНСКАЯ РЕСП,2020,2020Q1,0.0,1
ЧЕЧЕНСКАЯ РЕСП,2020,2020Q2,0.0,2
ЧЕЧЕНСКАЯ РЕСП,2020,2020Q3,0.0,3
ЧЕЧЕНСКАЯ РЕСП,2020,2020Q4,0.04794520547945205,4
ЧЕЧЕНСКАЯ РЕСП,2021,2021Q1,0.01702127659574468,1
ЧЕЧЕНСКАЯ РЕСП,2021,2021Q2,0.025,2
ЧЕЧЕНСКАЯ РЕСП,2021,2021Q3,0.021367521367521368,3
ЧЕЧЕНСКАЯ РЕСП,2021,2021Q4,0.035256410256410256,4
ЧЕЧЕНСКАЯ РЕСП,2022,2022Q1,0.012539184952978056,1
ЧЕЧЕНСКАЯ РЕСП,2022,2022Q2,0.012738853503184714,2
ЧЕЧЕНСКАЯ РЕСП,2022,2022Q3,0.012307692307692308,3
ЧЕЧЕНСКАЯ РЕСП,2022,2022Q4,0.0,4
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2018,2018Q1,0.0,1
