region,year,quarter,churn,qrtr_numb
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2018,2018Q2,0.0,2
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2018,2018Q3,0.0,3
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2018,2018Q4,0.0,4
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2019,2019Q1,0.0,1
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2019,2019Q2,0.0,2
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2019,2019Q3,0.0,3
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2019,2019Q4,0.006134969325153374,4
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2020,2020Q1,0.0,1
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2020,2020Q2,0.0,2
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2020,2020Q3,0.0,3
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2020,2020Q4,0.0058823529411764705,4
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2021,2021Q1,0.0,1
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2021,2021Q2,0.015384615384615385,2
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2021,2021Q3,0.0,3
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2021,2021Q4,0.0,4
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2022,2022Q1,0.0,1
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2022,2022Q2,0.013333333333333334,2
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2022,2022Q3,0.0,3
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2022,2022Q4,0.0,4
ЯМАЛО-НЕНЕЦКИЙ АО,2018,2018Q1,0.02666666666666667,1
ЯМАЛО-НЕНЕЦКИЙ АО,2018,2018Q2,0.03994673768308921,2
ЯМАЛО-НЕНЕЦКИЙ АО,2018,2018Q3,0.0027063599458728013,3
ЯМАЛО-НЕНЕЦКИЙ АО,2018,2018Q4,0.013918629550321198,4
ЯМАЛО-НЕНЕЦКИЙ АО,2019,2019Q1,0.003870967741935484,1
ЯМАЛО-НЕНЕЦКИЙ АО,2019,2019Q2,0.006305170239596469,2
ЯМАЛО-НЕНЕЦКИЙ АО,2019,2019Q3,0.0012755102040816326,3
ЯМАЛО-НЕНЕЦКИЙ АО,2019,2019Q4,0.0,4
ЯМАЛО-НЕНЕЦКИЙ АО,2020,2020Q1,0.0,1
ЯМАЛО-НЕНЕЦКИЙ АО,2020,2020Q2,0.0,2
ЯМАЛО-НЕНЕЦКИЙ АО,2020,2020Q3,0.0,3
ЯМАЛО-НЕНЕЦКИЙ АО,2020,2020Q4,0.04127579737335835,4
ЯМАЛО-НЕНЕЦКИЙ АО,2021,2021Q1,0.0236318407960199,1
ЯМАЛО-НЕНЕЦКИЙ АО,2021,2021Q2,0.014102564102564103,2
ЯМАЛО-НЕНЕЦКИЙ АО,2021,2021Q3,0.00620347394540943,3
ЯМАЛО-НЕНЕЦКИЙ АО,2021,2021Q4,0.008587786259541985,4
ЯМАЛО-НЕНЕЦКИЙ АО,2022,2022Q1,0.009345794392523364,1
ЯМАЛО-НЕНЕЦКИЙ АО,2022,2022Q2,0.008602150537634409,2
ЯМАЛО-НЕНЕЦКИЙ АО,2022,2022Q3,0.0020876826722338203,3
ЯМАЛО-НЕНЕЦКИЙ АО,2022,2022Q4,0.0,4
ЯРОСЛАВСКАЯ ОБЛ,2018,2018Q1,0.0,1
ЯРОСЛАВСКАЯ ОБЛ,2018,2018Q2,0.046511627906976744,2
ЯРОСЛАВСКАЯ ОБЛ,2018,2018Q3,0.061224489795918366,3
ЯРОСЛАВСКАЯ ОБЛ,2018,2018Q4,0.008287292817679558,4
ЯРОСЛАВСКАЯ ОБЛ,2019,2019Q1,0.018867924528301886,1
ЯРОСЛАВСКАЯ ОБЛ,2019,2019Q2,0.0,2
ЯРОСЛАВСКАЯ ОБЛ,2019,2019Q3,0.0392156862745098,3
ЯРОСЛАВСКАЯ ОБЛ,2019,2019Q4,0.0,4
ЯРОСЛАВСКАЯ ОБЛ,2020,2020Q1,0.05357142857142857,1
ЯРОСЛАВСКАЯ ОБЛ,2020,2020Q2,0.0,2
ЯРОСЛАВСКАЯ ОБЛ,2020,2020Q3,0.017857142857142856,3
ЯРОСЛАВСКАЯ ОБЛ,2020,2020Q4,0.007575757575757576,4
ЯРОСЛАВСКАЯ ОБЛ,2021,2021Q1,0.018867924528301886,1
ЯРОСЛАВСКАЯ ОБЛ,2021,2021Q2,0.10526315789473684,2
ЯРОСЛАВСКАЯ ОБЛ,2021,2021Q3,0.02,3
ЯРОСЛАВСКАЯ ОБЛ,2021,2021Q4,0.013227513227513227,4
ЯРОСЛАВСКАЯ ОБЛ,2022,2022Q1,0.03278688524590164,1
ЯРОСЛАВСКАЯ ОБЛ,2022,2022Q2,0.05357142857142857,2
ЯРОСЛАВСКАЯ ОБЛ,2022,2022Q3,0.015151515151515152,3
ЯРОСЛАВСКАЯ ОБЛ,2022,2022Q4,0.0,4
