id,region,year,quarter,balance,lst_pmnt
318,ЛЕНИНГРАДСКАЯ ОБЛ,2021,2021Q3,343765.81,14733.039999999999
319,ЛЕНИНГРАДСКАЯ ОБЛ,2021,2021Q4,647862.74,5855.03
320,ЛЕНИНГРАДСКАЯ ОБЛ,2022,2022Q1,883945.4,28757.03
321,ЛЕНИНГРАДСКАЯ ОБЛ,2022,2022Q2,312448.71,5980.93
322,ЛЕНИНГРАДСКАЯ ОБЛ,2022,2022Q3,291356.29,4961.89
323,ЛИПЕЦКАЯ ОБЛ,2018,2018Q1,12140392.9,112079.3
324,ЛИПЕЦКАЯ ОБЛ,2018,2018Q2,6179105.42,76596.78
325,ЛИПЕЦКАЯ ОБЛ,2018,2018Q3,5674074.72,51928.47
326,ЛИПЕЦКАЯ ОБЛ,2018,2018Q4,10050072.38,110466.85
327,ЛИПЕЦКАЯ ОБЛ,2019,2019Q1,2072105.61,24860.95
328,ЛИПЕЦКАЯ ОБЛ,2019,2019Q2,66772.45,1061.32
329,ЛИПЕЦКАЯ ОБЛ,2019,2019Q3,42383.49,1467.68
330,ЛИПЕЦКАЯ ОБЛ,2020,2020Q1,3173.86,491.13
331,ЛИПЕЦКАЯ ОБЛ,2020,2020Q4,1708093.65,403806.9
332,ЛИПЕЦКАЯ ОБЛ,2021,2021Q1,1162410.96,14437.869999999999
333,ЛИПЕЦКАЯ ОБЛ,2021,2021Q2,456522.48,19609.739999999998
334,ЛИПЕЦКАЯ ОБЛ,2021,2021Q3,427424.61999999994,39851.68
335,ЛИПЕЦКАЯ ОБЛ,2021,2021Q4,4249774.5,37488.84
336,ЛИПЕЦКАЯ ОБЛ,2022,2022Q1,4118754.6,31594.87
337,ЛИПЕЦКАЯ ОБЛ,2022,2022Q2,2333617.63,15694.609999999999
338,ЛИПЕЦКАЯ ОБЛ,2022,2022Q3,878956.39,8380.46
339,МАГАДАНСКАЯ ОБЛ,2021,2021Q4,70257.31,4065.04
340,МАРИЙ ЭЛ РЕСП,2018,2018Q1,280972.28,2390.25
341,МАРИЙ ЭЛ РЕСП,2020,2020Q4,41168.21,3041.46
342,МАРИЙ ЭЛ РЕСП,2021,2021Q1,348159.15,10754.88
343,МОРДОВИЯ РЕСП,2018,2018Q4,1882.46,0.09
344,МОРДОВИЯ РЕСП,2021,2021Q1,10305.47,3906.3
345,МОРДОВИЯ РЕСП,2022,2022Q2,137365.69,1872.45
346,МОСКОВСКАЯ ОБЛ,2018,2018Q1,2808613.85,57309.49
347,МОСКОВСКАЯ ОБЛ,2018,2018Q2,5082125.92,63419.219999999994
348,МОСКОВСКАЯ ОБЛ,2018,2018Q3,2000442.98,27594.270000000004
349,МОСКОВСКАЯ ОБЛ,2018,2018Q4,4465011.11,85103.29
350,МОСКОВСКАЯ ОБЛ,2019,2019Q1,5764291.45,37612.5
351,МОСКОВСКАЯ ОБЛ,2019,2019Q2,3503588.98,30116.81
352,МОСКОВСКАЯ ОБЛ,2019,2019Q3,3363951.61,57342.3
353,МОСКОВСКАЯ ОБЛ,2019,2019Q4,6181127.91,20266.5
354,МОСКОВСКАЯ ОБЛ,2020,2020Q1,3318380.85,57488.05
355,МОСКОВСКАЯ ОБЛ,2020,2020Q2,2368150.9,20861.57
356,МОСКОВСКАЯ ОБЛ,2020,2020Q3,1640582.8199999998,40576.39
357,МОСКОВСКАЯ ОБЛ,2020,2020Q4,17816423.64,449014.61
358,МОСКОВСКАЯ ОБЛ,2021,2021Q1,19166680.509999998,324211.12
359,МОСКОВСКАЯ ОБЛ,2021,2021Q2,11079070.82,266249.52
360,МОСКОВСКАЯ ОБЛ,2021,2021Q3,2988124.0,52183.87
361,МОСКОВСКАЯ ОБЛ,2021,2021Q4,23551306.21,183776.44999999998
362,МОСКОВСКАЯ ОБЛ,2022,2022Q1,10210376.94,222381.2
363,МОСКОВСКАЯ ОБЛ,2022,2022Q2,4357039.35,120141.77
364,МОСКОВСКАЯ ОБЛ,2022,2022Q3,1236252.47,22783.3
365,МУРМАНСКАЯ ОБЛ,2018,2018Q1,79002.79,1340.65
366,МУРМАНСКАЯ ОБЛ,2018,2018Q2,16908.81,813.0
367,МУРМАНСКАЯ ОБЛ,2018,2018Q4,15074.04,1432.64
368,МУРМАНСКАЯ ОБЛ,2019,2019Q1,179303.02000000002,4155.28
369,МУРМАНСКАЯ ОБЛ,2019,2019Q4,158239.56,3753.0099999999998
370,МУРМАНСКАЯ ОБЛ,2020,2020Q4,45113.329999999994,479.66999999999996
371,МУРМАНСКАЯ ОБЛ,2021,2021Q2,95421.91,2612.88
372,МУРМАНСКАЯ ОБЛ,2021,2021Q3,14769.11,2202.43
373,МУРМАНСКАЯ ОБЛ,2022,2022Q1,97907.18,4359.37
374,МУРМАНСКАЯ ОБЛ,2022,2022Q2,46854.55,5896.74
375,МУРМАНСКАЯ ОБЛ,2022,2022Q3,214016.15999999997,50421.94
376,НЕНЕЦКИЙ АО,2021,2021Q1,216847.26,3781.73
377,НИЖЕГОРОДСКАЯ ОБЛ,2018,2018Q1,1140204.41,15300.119999999999
378,НИЖЕГОРОДСКАЯ ОБЛ,2018,2018Q2,435954.61,1599.99
379,НИЖЕГОРОДСКАЯ ОБЛ,2018,2018Q3,83333.78,5314.33
380,НИЖЕГОРОДСКАЯ ОБЛ,2018,2018Q4,1175278.19,36294.84
381,НИЖЕГОРОДСКАЯ ОБЛ,2019,2019Q1,88304.19,2351.2
382,НИЖЕГОРОДСКАЯ ОБЛ,2019,2019Q2,117568.16,1936.31
383,НИЖЕГОРОДСКАЯ ОБЛ,2019,2019Q3,145247.37,1707.3
384,НИЖЕГОРОДСКАЯ ОБЛ,2019,2019Q4,1426613.01,19340.98
385,НИЖЕГОРОДСКАЯ ОБЛ,2020,2020Q1,87186.66,2032.51
386,НИЖЕГОРОДСКАЯ ОБЛ,2020,2020Q2,174201.76,1626.0
387,НИЖЕГОРОДСКАЯ ОБЛ,2020,2020Q3,100839.70000000001,975.6
388,НИЖЕГОРОДСКАЯ ОБЛ,2020,2020Q4,862760.94,246771.16
389,НИЖЕГОРОДСКАЯ ОБЛ,2021,2021Q1,739118.5700000001,18109.41
390,НИЖЕГОРОДСКАЯ ОБЛ,2021,2021Q2,4365735.14,102838.91
391,НИЖЕГОРОДСКАЯ ОБЛ,2021,2021Q4,1530683.5599999998,18380.989999999998
392,НИЖЕГОРОДСКАЯ ОБЛ,2022,2022Q1,268463.54,17734.29
393,НИЖЕГОРОДСКАЯ ОБЛ,2022,2022Q2,62324.729999999996,2604.38
394,НИЖЕГОРОДСКАЯ ОБЛ,2022,2022Q3,648358.54,813.0
395,НОВГОРОДСКАЯ ОБЛ,2018,2018Q3,33658.37,813.0
396,НОВГОРОДСКАЯ ОБЛ,2018,2018Q4,427.52,0.04
397,НОВГОРОДСКАЯ ОБЛ,2021,2021Q4,40550.71,81.3
398,НОВОСИБИРСКАЯ ОБЛ,2018,2018Q2,30274.32,0.09
399,НОВОСИБИРСКАЯ ОБЛ,2018,2018Q3,1732.93,1874.39
400,НОВОСИБИРСКАЯ ОБЛ,2018,2018Q4,333477.8,12288.05
401,НОВОСИБИРСКАЯ ОБЛ,2019,2019Q1,95479.64,5022.94
402,НОВОСИБИРСКАЯ ОБЛ,2019,2019Q2,253839.28999999998,5872.83
403,НОВОСИБИРСКАЯ ОБЛ,2019,2019Q4,26569.61,1.33
404,НОВОСИБИРСКАЯ ОБЛ,2020,2020Q1,178792.68,4809.87
405,НОВОСИБИРСКАЯ ОБЛ,2020,2020Q2,61163.4,402.43
406,НОВОСИБИРСКАЯ ОБЛ,2020,2020Q3,370731.94,5597.98
407,НОВОСИБИРСКАЯ ОБЛ,2020,2020Q4,1284448.2,38737.340000000004
408,НОВОСИБИРСКАЯ ОБЛ,2021,2021Q1,410441.13,32791.97
409,НОВОСИБИРСКАЯ ОБЛ,2021,2021Q2,1730762.07,40508.72
410,НОВОСИБИРСКАЯ ОБЛ,2021,2021Q3,2680830.4699999997,46269.03
411,НОВОСИБИРСКАЯ ОБЛ,2021,2021Q4,2931283.46,50355.43
412,НОВОСИБИРСКАЯ ОБЛ,2022,2022Q1,1648703.76,22537.49
413,НОВОСИБИРСКАЯ ОБЛ,2022,2022Q2,281655.0,3556.21
414,НОВОСИБИРСКАЯ ОБЛ,2022,2022Q3,333842.36,16385.13
415,ОКТЯБРЬСКИЙ,2019,2019Q2,33993.6,1662.26
416,ОКТЯБРЬСКИЙ,2020,2020Q4,18748.800000000003,14110.9
417,ОМСКАЯ ОБЛ,2018,2018Q1,993158.89,25923.34
418,ОМСКАЯ ОБЛ,2018,2018Q2,104661.89000000001,4458.58
419,ОМСКАЯ ОБЛ,2018,2018Q3,124010.06,4258.36
420,ОМСКАЯ ОБЛ,2018,2018Q4,365579.55,2618.1800000000003
421,ОМСКАЯ ОБЛ,2019,2019Q1,330255.6,11238.59
422,ОМСКАЯ ОБЛ,2019,2019Q2,366707.93000000005,6242.35
423,ОМСКАЯ ОБЛ,2019,2019Q3,987377.62,14888.52
424,ОМСКАЯ ОБЛ,2019,2019Q4,6276.13,4065.04
425,ОМСКАЯ ОБЛ,2020,2020Q1,90840.42,7073.17
426,ОМСКАЯ ОБЛ,2020,2020Q2,316010.47,4392.44
427,ОМСКАЯ ОБЛ,2020,2020Q4,145262.52,21793.190000000002
428,ОМСКАЯ ОБЛ,2021,2021Q1,1442755.3399999999,80174.14
429,ОМСКАЯ ОБЛ,2021,2021Q2,1780270.29,38356.189999999995
430,ОМСКАЯ ОБЛ,2021,2021Q3,142717.87,8696.4
431,ОМСКАЯ ОБЛ,2021,2021Q4,558055.87,28683.29
432,ОМСКАЯ ОБЛ,2022,2022Q1,492903.51,8298.6
433,ОМСКАЯ ОБЛ,2022,2022Q2,950821.07,26523.79
434,ОМСКАЯ ОБЛ,2022,2022Q3,341003.38,12923.05
435,ОРЕНБУРГСКАЯ ОБЛ,2018,2018Q1,3950280.51,81753.08
436,ОРЕНБУРГСКАЯ ОБЛ,2018,2018Q2,1558070.41,49775.39
437,ОРЕНБУРГСКАЯ ОБЛ,2018,2018Q3,1418664.56,51605.4
438,ОРЕНБУРГСКАЯ ОБЛ,2018,2018Q4,2260323.96,74937.76
439,ОРЕНБУРГСКАЯ ОБЛ,2019,2019Q1,3474336.52,68941.36
440,ОРЕНБУРГСКАЯ ОБЛ,2019,2019Q2,4174223.07,65101.899999999994
441,ОРЕНБУРГСКАЯ ОБЛ,2019,2019Q3,795664.0,13632.24
442,ОРЕНБУРГСКАЯ ОБЛ,2020,2020Q2,102319.88,950.8
443,ОРЕНБУРГСКАЯ ОБЛ,2020,2020Q4,6883643.93,578630.25
444,ОРЕНБУРГСКАЯ ОБЛ,2021,2021Q1,7171827.2700000005,147945.15
445,ОРЕНБУРГСКАЯ ОБЛ,2021,2021Q2,1973334.38,42442.159999999996
446,ОРЕНБУРГСКАЯ ОБЛ,2021,2021Q3,2234006.45,33925.15
447,ОРЕНБУРГСКАЯ ОБЛ,2021,2021Q4,3623077.02,111475.15000000001
448,ОРЕНБУРГСКАЯ ОБЛ,2022,2022Q1,2030552.8599999999,42817.09
449,ОРЕНБУРГСКАЯ ОБЛ,2022,2022Q2,1866961.47,67987.47
450,ОРЕНБУРГСКАЯ ОБЛ,2022,2022Q3,1532642.48,71301.21
451,ОРЛОВСКАЯ ОБЛ,2018,2018Q1,816.98,406.5
452,ОРЛОВСКАЯ ОБЛ,2018,2018Q2,203836.36000000002,975.6
453,ОРЛОВСКАЯ ОБЛ,2018,2018Q3,35328.01,0.97
454,ОРЛОВСКАЯ ОБЛ,2018,2018Q4,52642.92,3249.26
455,ОРЛОВСКАЯ ОБЛ,2019,2019Q1,40163.53,2998.64
456,ОРЛОВСКАЯ ОБЛ,2019,2019Q2,440695.53,3435.74
457,ОРЛОВСКАЯ ОБЛ,2019,2019Q3,28475.08,154.47
458,ОРЛОВСКАЯ ОБЛ,2019,2019Q4,30194.760000000002,463.40999999999997
459,ОРЛОВСКАЯ ОБЛ,2020,2020Q2,90305.39,463.40999999999997
460,ОРЛОВСКАЯ ОБЛ,2020,2020Q4,649458.47,13982.779999999999
461,ОРЛОВСКАЯ ОБЛ,2021,2021Q1,123936.45999999999,9479.84
462,ОРЛОВСКАЯ ОБЛ,2021,2021Q2,62813.07,5711.58
463,ОРЛОВСКАЯ ОБЛ,2021,2021Q4,11585.619999999999,663.58
464,ПЕНЗЕНСКАЯ ОБЛ,2018,2018Q1,45343.45,1394.7
465,ПЕНЗЕНСКАЯ ОБЛ,2018,2018Q3,130574.95,5388.92
466,ПЕНЗЕНСКАЯ ОБЛ,2018,2018Q4,129482.23,2682.82
467,ПЕНЗЕНСКАЯ ОБЛ,2019,2019Q1,75619.37,1264.55
468,ПЕНЗЕНСКАЯ ОБЛ,2019,2019Q4,138661.6,0.0
469,ПЕНЗЕНСКАЯ ОБЛ,2020,2020Q4,910228.36,95442.03
470,ПЕНЗЕНСКАЯ ОБЛ,2021,2021Q1,756387.3200000001,13642.41
471,ПЕНЗЕНСКАЯ ОБЛ,2021,2021Q4,56878.07,1315.74
472,ПЕНЗЕНСКАЯ ОБЛ,2022,2022Q2,21807.76,6935.61
473,ПЕРМСКИЙ КРАЙ,2018,2018Q1,539767.82,12073.67
474,ПЕРМСКИЙ КРАЙ,2018,2018Q2,148662.01,3056.61
475,ПЕРМСКИЙ КРАЙ,2018,2018Q3,103906.2,1544.7
476,ПЕРМСКИЙ КРАЙ,2018,2018Q4,318611.32,3174.2799999999997
477,ПЕРМСКИЙ КРАЙ,2019,2019Q1,446908.83,20679.29
478,ПЕРМСКИЙ КРАЙ,2019,2019Q2,453893.44000000006,11190.84
479,ПЕРМСКИЙ КРАЙ,2019,2019Q3,603710.07,50137.81
480,ПЕРМСКИЙ КРАЙ,2019,2019Q4,158241.35,819.59
481,ПЕРМСКИЙ КРАЙ,2020,2020Q1,45447.9,1138.2
482,ПЕРМСКИЙ КРАЙ,2020,2020Q2,47172.2,1626.0
483,ПЕРМСКИЙ КРАЙ,2020,2020Q3,24491.05,162.6
484,ПЕРМСКИЙ КРАЙ,2020,2020Q4,235081.48000000004,17862.46
485,ПЕРМСКИЙ КРАЙ,2021,2021Q1,81052.01000000001,3006.72
486,ПЕРМСКИЙ КРАЙ,2021,2021Q2,125942.45,1951.2
487,ПЕРМСКИЙ КРАЙ,2021,2021Q3,407964.79000000004,19340.04
488,ПЕРМСКИЙ КРАЙ,2021,2021Q4,94881.47,6478.63
489,ПЕРМСКИЙ КРАЙ,2022,2022Q1,16680.34,4065.04
490,ПЕРМСКИЙ КРАЙ,2022,2022Q2,323098.61,15905.72
491,ПРИМОРСКИЙ КРАЙ,2018,2018Q1,255663.78,18187.17
492,ПРИМОРСКИЙ КРАЙ,2018,2018Q2,381864.69,15485.720000000001
493,ПРИМОРСКИЙ КРАЙ,2018,2018Q3,139937.97999999998,11960.720000000001
494,ПРИМОРСКИЙ КРАЙ,2018,2018Q4,402446.02,14095.82
495,ПРИМОРСКИЙ КРАЙ,2019,2019Q1,1035440.1799999999,11737.970000000001
496,ПРИМОРСКИЙ КРАЙ,2019,2019Q2,174650.74,9384.14
497,ПРИМОРСКИЙ КРАЙ,2020,2020Q4,1561529.73,43521.52
498,ПРИМОРСКИЙ КРАЙ,2021,2021Q1,598454.78,7986.97
499,ПРИМОРСКИЙ КРАЙ,2021,2021Q2,202645.92,1834.66
500,ПРИМОРСКИЙ КРАЙ,2021,2021Q3,384644.37,14155.900000000001
501,ПРИМОРСКИЙ КРАЙ,2021,2021Q4,427622.27,5159.84
502,ПРИМОРСКИЙ КРАЙ,2022,2022Q1,152871.13,2181.48
503,ПРИМОРСКИЙ КРАЙ,2022,2022Q2,726321.95,4915.61
504,ПРИМОРСКИЙ КРАЙ,2022,2022Q3,724183.06,8849.07
505,ПСКОВСКАЯ ОБЛ,2018,2018Q3,16288.1,406.5
506,ПСКОВСКАЯ ОБЛ,2018,2018Q4,9084.99,3252.02
507,ПСКОВСКАЯ ОБЛ,2021,2021Q2,106404.43,1372.19
508,ПСКОВСКАЯ ОБЛ,2021,2021Q4,231.26,86.61
509,РОСТОВСКАЯ ОБЛ,2018,2018Q1,93056.86,35855.37
510,РОСТОВСКАЯ ОБЛ,2018,2018Q2,282595.97,16465.83
511,РОСТОВСКАЯ ОБЛ,2018,2018Q3,38395.38,2084.55
512,РОСТОВСКАЯ ОБЛ,2018,2018Q4,209210.19,83364.0
513,РОСТОВСКАЯ ОБЛ,2019,2019Q1,182702.34999999998,12135.39
514,РОСТОВСКАЯ ОБЛ,2019,2019Q2,60192.979999999996,1269.09
515,РОСТОВСКАЯ ОБЛ,2019,2019Q4,57046.61,24166.86
516,РОСТОВСКАЯ ОБЛ,2020,2020Q4,955136.88,10149.84
517,РОСТОВСКАЯ ОБЛ,2021,2021Q1,1280569.57,19340.65
518,РОСТОВСКАЯ ОБЛ,2021,2021Q2,113678.12,6195.88
519,РОСТОВСКАЯ ОБЛ,2021,2021Q3,157555.03,3195.12
520,РОСТОВСКАЯ ОБЛ,2021,2021Q4,1693780.32,51879.36
521,РОСТОВСКАЯ ОБЛ,2022,2022Q1,712169.51,10342.0
522,РОСТОВСКАЯ ОБЛ,2022,2022Q2,382032.61,9289.58
523,РОСТОВСКАЯ ОБЛ,2022,2022Q3,631512.94,22142.61
524,РЯЗАНСКАЯ ОБЛ,2018,2018Q1,3537933.25,972075.19
525,РЯЗАНСКАЯ ОБЛ,2018,2018Q2,2454320.64,451737.42
526,РЯЗАНСКАЯ ОБЛ,2018,2018Q3,953461.86,13663.95
527,РЯЗАНСКАЯ ОБЛ,2018,2018Q4,606800.82,43542.939999999995
528,РЯЗАНСКАЯ ОБЛ,2019,2019Q1,694226.28,139021.66
529,РЯЗАНСКАЯ ОБЛ,2019,2019Q2,939532.93,23632.38
530,РЯЗАНСКАЯ ОБЛ,2019,2019Q3,159439.56,2969.99
531,РЯЗАНСКАЯ ОБЛ,2019,2019Q4,30128.85,1.48
532,РЯЗАНСКАЯ ОБЛ,2020,2020Q4,1069582.66,79569.98
533,РЯЗАНСКАЯ ОБЛ,2021,2021Q1,2939417.92,61711.87
534,РЯЗАНСКАЯ ОБЛ,2021,2021Q2,312343.11,11543.189999999999
535,РЯЗАНСКАЯ ОБЛ,2021,2021Q3,874714.8999999999,11049.529999999999
536,РЯЗАНСКАЯ ОБЛ,2021,2021Q4,1231067.88,12731.04
537,РЯЗАНСКАЯ ОБЛ,2022,2022Q1,1977756.37,27549.29
538,РЯЗАНСКАЯ ОБЛ,2022,2022Q2,507099.85000000003,18479.91
539,РЯЗАНСКАЯ ОБЛ,2022,2022Q3,222266.51,6153.7
540,САМАРСКАЯ ОБЛ,2018,2018Q1,4212750.38,134137.22
541,САМАРСКАЯ ОБЛ,2018,2018Q2,3847926.96,114414.51
542,САМАРСКАЯ ОБЛ,2018,2018Q3,5216026.01,119709.13
543,САМАРСКАЯ ОБЛ,2018,2018Q4,6611106.95,127597.23
544,САМАРСКАЯ ОБЛ,2019,2019Q1,4855696.9799999995,139814.33
545,САМАРСКАЯ ОБЛ,2019,2019Q2,1840897.69,58231.31
546,САМАРСКАЯ ОБЛ,2019,2019Q3,908340.36,12526.76
547,САМАРСКАЯ ОБЛ,2019,2019Q4,202130.16,10.200000000000001
548,САМАРСКАЯ ОБЛ,2020,2020Q4,12102330.67,777088.66
549,САМАРСКАЯ ОБЛ,2021,2021Q1,11070938.15,247198.88
550,САМАРСКАЯ ОБЛ,2021,2021Q2,6242744.48,160653.92
551,САМАРСКАЯ ОБЛ,2021,2021Q3,4707674.68,161414.19
552,САМАРСКАЯ ОБЛ,2021,2021Q4,8663986.78,272803.16
553,САМАРСКАЯ ОБЛ,2022,2022Q1,7099434.53,159098.34
554,САМАРСКАЯ ОБЛ,2022,2022Q2,5678394.17,174142.54
555,САМАРСКАЯ ОБЛ,2022,2022Q3,6972913.12,236983.01
556,САНКТ-ПЕТЕРБУРГ Г,2018,2018Q1,1087655.88,1005.53
557,САНКТ-ПЕТЕРБУРГ Г,2018,2018Q2,527858.59,14.06
558,САНКТ-ПЕТЕРБУРГ Г,2018,2018Q3,6612.92,243.9
559,САНКТ-ПЕТЕРБУРГ Г,2018,2018Q4,3542614.64,345212.83
560,САНКТ-ПЕТЕРБУРГ Г,2019,2019Q2,217067.43,2844.48
561,САНКТ-ПЕТЕРБУРГ Г,2019,2019Q3,2473038.74,12662.7
562,САНКТ-ПЕТЕРБУРГ Г,2019,2019Q4,4350669.06,384038.39999999997
563,САНКТ-ПЕТЕРБУРГ Г,2020,2020Q1,964886.71,12837.79
564,САНКТ-ПЕТЕРБУРГ Г,2020,2020Q2,398898.37,4019.3
565,САНКТ-ПЕТЕРБУРГ Г,2020,2020Q3,464021.91000000003,5967.1
566,САНКТ-ПЕТЕРБУРГ Г,2020,2020Q4,5789566.47,190773.55
567,САНКТ-ПЕТЕРБУРГ Г,2021,2021Q1,6402637.37,62409.96
568,САНКТ-ПЕТЕРБУРГ Г,2021,2021Q2,5705217.46,105466.73
569,САНКТ-ПЕТЕРБУРГ Г,2021,2021Q3,2543893.31,36895.229999999996
570,САНКТ-ПЕТЕРБУРГ Г,2021,2021Q4,4530391.75,59686.76
571,САНКТ-ПЕТЕРБУРГ Г,2022,2022Q1,2183639.12,15320.84
572,САНКТ-ПЕТЕРБУРГ Г,2022,2022Q2,3592669.55,42842.7
573,САНКТ-ПЕТЕРБУРГ Г,2022,2022Q3,1144829.85,45047.3
574,САРАТОВСКАЯ ОБЛ,2018,2018Q1,3101674.47,46022.2
575,САРАТОВСКАЯ ОБЛ,2018,2018Q2,1006544.5,40011.37
576,САРАТОВСКАЯ ОБЛ,2018,2018Q3,1029582.5599999999,15684.73
577,САРАТОВСКАЯ ОБЛ,2018,2018Q4,3272943.82,72188.59
578,САРАТОВСКАЯ ОБЛ,2019,2019Q1,1191142.17,32857.08
579,САРАТОВСКАЯ ОБЛ,2019,2019Q2,1040554.3,27793.96
580,САРАТОВСКАЯ ОБЛ,2019,2019Q3,742845.65,11437.699999999999
581,САРАТОВСКАЯ ОБЛ,2020,2020Q4,2592576.3,204039.03
582,САРАТОВСКАЯ ОБЛ,2021,2021Q1,4497762.11,126902.7
583,САРАТОВСКАЯ ОБЛ,2021,2021Q2,1327508.72,24394.09
584,САРАТОВСКАЯ ОБЛ,2021,2021Q3,4832768.83,131723.41999999998
585,САРАТОВСКАЯ ОБЛ,2021,2021Q4,1661164.58,53713.68
586,САРАТОВСКАЯ ОБЛ,2022,2022Q1,3123962.8,52895.34
587,САРАТОВСКАЯ ОБЛ,2022,2022Q2,1624797.8,36667.48
588,САРАТОВСКАЯ ОБЛ,2022,2022Q3,779017.94,13732.89
589,САХА /ЯКУТИЯ/ РЕСП,2021,2021Q2,584294.36,5637.68
590,САХАЛИНСКАЯ ОБЛ,2018,2018Q1,1511146.32,24856.47
591,САХАЛИНСКАЯ ОБЛ,2018,2018Q2,1494302.3900000001,32113.96
592,САХАЛИНСКАЯ ОБЛ,2018,2018Q3,626894.77,14017.880000000001
593,САХАЛИНСКАЯ ОБЛ,2018,2018Q4,3029826.25,31505.13
594,САХАЛИНСКАЯ ОБЛ,2019,2019Q1,1916850.72,42278.59
595,САХАЛИНСКАЯ ОБЛ,2019,2019Q2,1228296.52,25554.0
596,САХАЛИНСКАЯ ОБЛ,2019,2019Q3,134640.29,26542.4
597,САХАЛИНСКАЯ ОБЛ,2020,2020Q4,7931550.17,407820.57
598,САХАЛИНСКАЯ ОБЛ,2021,2021Q1,3319544.85,62961.33
599,САХАЛИНСКАЯ ОБЛ,2021,2021Q2,747150.47,6947.85
600,САХАЛИНСКАЯ ОБЛ,2021,2021Q3,732841.5700000001,11546.99
601,САХАЛИНСКАЯ ОБЛ,2021,2021Q4,6708772.5600000005,77940.91
602,САХАЛИНСКАЯ ОБЛ,2022,2022Q1,3275322.08,43343.53999999999
603,САХАЛИНСКАЯ ОБЛ,2022,2022Q2,2845259.67,78112.53
604,САХАЛИНСКАЯ ОБЛ,2022,2022Q3,2505473.97,82755.45
605,САХАЛИНСКАЯ ОБЛ,2022,2022Q4,196676.74,24503.94
606,СВЕРДЛОВСКАЯ ОБЛ,2018,2018Q1,1584127.99,34165.62
607,СВЕРДЛОВСКАЯ ОБЛ,2018,2018Q2,761110.86,14775.31
608,СВЕРДЛОВСКАЯ ОБЛ,2018,2018Q3,347064.01,13050.16
609,СВЕРДЛОВСКАЯ ОБЛ,2018,2018Q4,1264092.35,25804.5
610,СВЕРДЛОВСКАЯ ОБЛ,2019,2019Q1,201718.85,4323.97
611,СВЕРДЛОВСКАЯ ОБЛ,2019,2019Q2,520026.87,22184.62
612,СВЕРДЛОВСКАЯ ОБЛ,2019,2019Q3,365176.62,18183.24
613,СВЕРДЛОВСКАЯ ОБЛ,2019,2019Q4,1072544.91,17773.41
614,СВЕРДЛОВСКАЯ ОБЛ,2020,2020Q1,498074.5,8929.16
615,СВЕРДЛОВСКАЯ ОБЛ,2020,2020Q2,1055203.65,17278.54
616,СВЕРДЛОВСКАЯ ОБЛ,2020,2020Q3,570245.6799999999,6251.59
617,СВЕРДЛОВСКАЯ ОБЛ,2020,2020Q4,1090767.6,94489.54
618,СВЕРДЛОВСКАЯ ОБЛ,2021,2021Q1,2518049.58,38167.4
619,СВЕРДЛОВСКАЯ ОБЛ,2021,2021Q2,1413865.04,67690.0
620,СВЕРДЛОВСКАЯ ОБЛ,2021,2021Q3,417739.61000000004,9035.039999999999
621,СВЕРДЛОВСКАЯ ОБЛ,2021,2021Q4,997379.49,45707.58
622,СВЕРДЛОВСКАЯ ОБЛ,2022,2022Q1,179738.24,12563.53
623,СВЕРДЛОВСКАЯ ОБЛ,2022,2022Q2,346813.27,11697.18
624,СВЕРДЛОВСКАЯ ОБЛ,2022,2022Q3,78811.6,8198.59
625,СМОЛЕНСКАЯ ОБЛ,2018,2018Q1,12321.89,732.63
626,СМОЛЕНСКАЯ ОБЛ,2018,2018Q2,484331.19,12000.17
627,СМОЛЕНСКАЯ ОБЛ,2018,2018Q3,120852.23000000001,3143.46
628,СМОЛЕНСКАЯ ОБЛ,2018,2018Q4,556822.93,22505.34
629,СМОЛЕНСКАЯ ОБЛ,2019,2019Q1,124027.02,2835.08
630,СМОЛЕНСКАЯ ОБЛ,2019,2019Q2,225910.33000000002,4768.96
631,СМОЛЕНСКАЯ ОБЛ,2019,2019Q3,30723.52,1040.62
632,СМОЛЕНСКАЯ ОБЛ,2019,2019Q4,18662.38,0.91
633,СМОЛЕНСКАЯ ОБЛ,2020,2020Q4,52038.22,23739.0
634,СМОЛЕНСКАЯ ОБЛ,2021,2021Q1,290508.5,4057.83
635,СМОЛЕНСКАЯ ОБЛ,2021,2021Q2,1086426.43,36626.090000000004
636,СМОЛЕНСКАЯ ОБЛ,2021,2021Q3,40583.149999999994,3249.6499999999996
637,СМОЛЕНСКАЯ ОБЛ,2021,2021Q4,237113.25,5821.36
638,СМОЛЕНСКАЯ ОБЛ,2022,2022Q1,278479.67000000004,5560.53
639,СМОЛЕНСКАЯ ОБЛ,2022,2022Q2,136485.97,5027.63
640,СТАВРОПОЛЬСКИЙ КРАЙ,2018,2018Q1,1417417.25,48434.87
641,СТАВРОПОЛЬСКИЙ КРАЙ,2018,2018Q2,417869.72,6686.51
642,СТАВРОПОЛЬСКИЙ КРАЙ,2018,2018Q3,87451.07,1963.22
643,СТАВРОПОЛЬСКИЙ КРАЙ,2018,2018Q4,1889222.63,48168.46
644,СТАВРОПОЛЬСКИЙ КРАЙ,2019,2019Q1,490126.57,20972.31
645,СТАВРОПОЛЬСКИЙ КРАЙ,2019,2019Q2,1215383.27,24497.21
